,id,uploader,time-from-upload,category,length,views-cnt,rating,ratings-cnt,comments-cnt,related-vids-cnt
3076,BZr-NvtVDpA,Maralink16,1068.0,Film & Animation,467.0,24,5.0,1,2,0
3077,FFHmY6FwKcw,theevang1,1118.0,Film & Animation,176.0,838,5.0,4,6,20
3078,O0nYg9kR4TE,theevang1,1106.0,People & Blogs,472.0,1167,5.0,8,1,20
3079,YoS3lDGMxiE,theevang1,1115.0,People & Blogs,414.0,211,5.0,1,1,20
3080,cWXBe3MrqJA,theevang1,1128.0,People & Blogs,601.0,530,5.0,3,1,20
3081,OVrqKQ54_hI,theevang1,1107.0,People & Blogs,358.0,612,5.0,2,0,20
3082,4odzrZHgsKI,theevang1,1121.0,People & Blogs,219.0,509,5.0,4,1,14
3083,TE8fKitNOKs,theevang1,1121.0,People & Blogs,299.0,1044,5.0,3,11,20
3084,cvd-OyHm9lE,theevang1,1107.0,Music,512.0,1445,5.0,11,1,20
3085,hB92X7DIzvc,theevang1,1115.0,Film & Animation,70.0,1407,5.0,9,14,20
3086,_sBRIaZWpXE,theevang1,1112.0,People & Blogs,234.0,192,5.0,3,0,20
3087,cP2EOeHVasA,theevang1,1127.0,People & Blogs,418.0,410,4.75,4,6,20
3088,TaLUDgZTp6E,theevang1,1132.0,People & Blogs,428.0,214,5.0,3,0,20
3089,_Wb_EYe41I8,theevang1,1106.0,People & Blogs,633.0,400,4.33,3,1,20
3090,52n21py_Oi4,theevang1,1129.0,People & Blogs,321.0,300,5.0,5,2,20
3091,cOewOT-Edrg,theevang1,1114.0,Music,193.0,163,5.0,3,0,20
3092,Q44BgIOhTus,theevang1,1112.0,People & Blogs,421.0,175,5.0,2,2,20
3093,89Lk9CHrwSg,theevang1,1133.0,People & Blogs,317.0,159,5.0,2,1,20
3094,qJDSlNOeKPQ,theevang1,1129.0,People & Blogs,339.0,107,5.0,2,1,20
3095,CLXmrb4Rt9o,theevang1,1112.0,News & Politics,462.0,267,5.0,1,0,20
3096,r95xRuwd-zY,theevang1,1115.0,People & Blogs,251.0,105,5.0,1,0,0
3097,HgGEwMX_npw,mozcelik,602.0,People & Blogs,507.0,14232,3.54,28,65,20
3098,m4i7qiqjs-k,aceamuse,0.0, UNA ,111.0,3698,4.67,9,5,0
3099,gXOpVjnJKZw,Lexus4U,1101.0,Nonprofits & Activism,122.0,4061,4.38,13,22,20
3100,D-SsF_5p71o,gradualreport,1066.0,People & Blogs,144.0,17324,4.9,557,545,20
3101,FudtHlx3ypE,lovinglife31,993.0,People & Blogs,402.0,3704,4.86,28,11,20
3102,Q-tvUEUjsyg,killmenchi,1039.0,Film & Animation,104.0,1865,5.0,5,11,0
3103,1suivhh78jE,Africanpeopleoflove,1046.0,People & Blogs,599.0,3437,3.5,4,4,5
3104,saqi7APb8Mk,CrashedWind,1092.0,People & Blogs,164.0,4311,5.0,1,2,20
3105,7lKKpb3KR-M,susanpsychic,688.0,Entertainment,357.0,2590,4.0,5,1,0
3106,v0E5X36tt2w,ErikErikSonD,897.0,Education,189.0,3927,5.0,15,12,0
3107,kJYhJGzSIxw,charlieissocoollike,1061.0,People & Blogs,283.0,95964,4.77,1033,1535,20
3108,TBMqTqXKdxo,m4770,1052.0,People & Blogs,450.0,684,4.11,9,8,0
3109,cZY8McqB57Q,STARSHEMALE,883.0,People & Blogs,228.0,2593,5.0,3,0,20
3110,avVpKTtMIX8,dommo92,1009.0,People & Blogs,162.0,4791,3.46,26,79,20
3111,6ZkMyOOfOPI,atoz04,867.0,People & Blogs,503.0,983,3.9,10,7,0
3112,8vjLllFRnoQ,cpozzer,954.0,People & Blogs,209.0,124835,4.38,104,76,14
3113,0aTr_0AYBEQ,NakedBodyContestcom,0.0, UNA ,261.0,1266,4.5,2,4,0
3114,8BuL8pkFRn8,reymon14,1021.0,People & Blogs,625.0,5767,4.17,29,56,20
3115,ZX5ED_2XH1I,aidanmatthewkeogh,1091.0,People & Blogs,485.0,244,4.0,4,4,0
3116,L8qT-pGJ_x4,elfuete456,896.0,Music,447.0,1159,5.0,3,1,20
3117,H_zoR-7iCLg,marthahola,782.0,Music,331.0,8614,4.0,4,2,20
3118,MFd1UnN2rD4,marthahola,782.0,Music,139.0,2550,5.0,3,1,0
3119,ziY9-e3cpdg,elfuete456,870.0,Music,298.0,11053,4.88,8,2,20
3120,GCeXFaL24UA,elfuete456,881.0,Music,389.0,1268,5.0,4,1,0
3121,ZLG-SrZoxI4,malayouu,1027.0,Music,114.0,236,5.0,3,3,20
3122,VqqcoRx_6SU,jp345jp,1097.0,Sports,94.0,143,0.0,0,4,0
3123,Uc-OWFYNry8,athletic46,1076.0,Sports,55.0,235,5.0,2,1,20
3124,Vzkfwqt-5xQ,javierbona,997.0,Travel & Events,57.0,273,0.0,0,0,0
3125,YY-Plvg0PQA,lbela76,726.0,Music,514.0,153124,4.71,233,294,20
3126,zKcgHoLexqU,soadjgbcol,637.0,Music,143.0,4318,3.44,25,16,0
3127,3v-bDtxYMp0,martinysergio,1111.0,Comedy,250.0,137,5.0,1,0,0
3128,aAzk6syX4EI,TrainElTapatio,956.0,Travel & Events,157.0,2393,4.67,6,6,0
3129,mwtGmn72ggM,borde,519.0,People & Blogs,75.0,9555,3.33,6,3,20
3130,JzXIAzLGNj4,julianclassof10,1053.0,Film & Animation,538.0,4,0.0,0,0,0
3131,pYEE8juUTUw,Julespin4184,1011.0,Music,281.0,1909,5.0,5,1,20
3132,cfmcBNkKZm0,jorge192021,1073.0,Comedy,361.0,67,0.0,0,0,0
3133,CdQ1676SPas,dressmedia,606.0,Autos & Vehicles,169.0,1211,5.0,1,1,20
3134,59MTyd-5gOs,jesusbarrancos,833.0,Comedy,38.0,114,0.0,0,0,0
3135,bygd8EXZg3o,friendsgrancan,849.0,Travel & Events,50.0,49,0.0,0,0,0
3136,H5kUjIIgNgc,bsideentertainment,1079.0,Comedy,575.0,87571,4.38,153,114,20
3137,7GZC_qeC400,lightningandbottle,874.0,Film & Animation,797.0,8892,4.76,33,18,20
3138,XyssPBoU9Bs,Tgul,538.0,Comedy,547.0,26872,4.6,87,37,20
3139,w8QzcS7g52g,louisck,664.0,Comedy,789.0,24738,4.46,151,83,20
3140,I_pkKIdJWCU,SirMixItAllUp,848.0,Film & Animation,585.0,12291,5.0,24,9,20
3141,CzYWlyAv3hk,talantischannel,1087.0,Film & Animation,238.0,21412,3.98,41,19,20
3142,kTtxTvfGUwI,mudfilms,537.0,Comedy,335.0,450319,4.67,2159,1086,20
3143,ZmY8Q-kVH5A,bryanharley,613.0,Comedy,2716.0,7094,4.68,50,33,20
3144,rx_tnPEv5VU,Orionsaint,499.0,Comedy,532.0,14966,4.84,55,40,14
3145,7sMI2jb16eo,rocketflyswat,987.0,Comedy,298.0,197180,4.71,242,266,20
3146,KD2Ymtu_maY,JoeyandJon,719.0,Film & Animation,621.0,28983,4.53,38,11,20
3147,4hhERjBzQ8s,dis4director,661.0,Entertainment,288.0,849934,3.55,256,88,20
3148,XxzCK61F2Ds,ridgefilms,456.0,Comedy,418.0,43870,3.95,39,12,20
3149,1nGW-Zjgw1I,alexandercarneiro,878.0,Film & Animation,240.0,223481,3.61,354,624,14
3150,RrX_PwHVC_8,JoeBurke,694.0,Entertainment,1359.0,5589,3.65,31,29,20
3151,v6iE2j-e6m8,MediocreFilms,703.0,Comedy,430.0,103532,4.63,792,429,20
3152,vYBbXJCOgOs,parkourhellas,520.0,Comedy,590.0,14092,4.37,63,32,20
3153,Stncr9dXsMw,MediocreFilms,604.0,Comedy,475.0,86512,4.51,507,258,20
3154,lsjQirmZc7g,awkwardpictures,785.0,Comedy,305.0,130709,4.46,915,470,20
3155,FAyjdeEu7FA,harrisonm,924.0,Comedy,300.0,37170,4.61,152,94,20
3156,MCky91H2VQI,yorobun373,1090.0,Science & Technology,608.0,802,4.2,5,7,20
3157,k98qJu9PtAs,mobileburn,1030.0,Science & Technology,234.0,3158,3.62,8,13,20
3158,qTZE3yPA2AE,creatif77,666.0,Howto & Style,236.0,3026,5.0,2,5,20
3159,a3mVKBsueXQ,x0xMishox0x,785.0,Comedy,140.0,110313,3.52,318,453,14
3160,Qjvmg9AZRdc,HiMobile,799.0,Entertainment,417.0,29260,3.93,28,19,14
3161,o8TLFRJQHpo,PyrosharkGIA,887.0,Howto & Style,206.0,17799,4.48,33,77,20
3162,4H56JgLGAEI,lawfour,880.0,Entertainment,221.0,9602,3.71,7,12,20
3163,VTYv3a7yJYs,PCWorldVideos,836.0,Entertainment,227.0,10402,4.25,8,20,20
3164,XxIjkBVEtyE,phoneshopuk,803.0,Entertainment,40.0,147828,4.53,116,347,20
3165,ZxsClWe4juE,lockergnome,1102.0,Science & Technology,1120.0,6878,4.59,46,70,20
3166,UDv4AkBzPEU,infovids,1019.0,Howto & Style,290.0,13617,4.55,20,32,20
3167,Z-BPKbKtUoQ,ninecentsmobile,1019.0,Science & Technology,189.0,11832,5.0,1,9,20
3168,T1BHuQ5RbLU,robgreenlee,690.0,Howto & Style,321.0,3638,4.5,2,3,0
3169,7lzR1e_h8Hc,powemax0987,738.0,Entertainment,301.0,2937,3.6,5,9,0
3170,IMGu4maX0k4,shooterTV,601.0,Entertainment,239.0,4479,4.87,23,16,20
3171,dISPc5wvX64,MadeinchinaReview,1111.0,Entertainment,225.0,7846,5.0,1,17,14
3172,XwmX80JS3yA,ninecentsmobile,1014.0,Science & Technology,180.0,6330,0.0,0,3,20
3173,9eohCbgOwIk,uberpulse,862.0,Entertainment,265.0,2739,3.0,2,1,5
3174,6QIH8NrNeso,UnrealGamerzForum,1083.0,Entertainment,64.0,28253,4.89,84,52,20
3175,kPrIkTwoStY,GTAix,1126.0,Science & Technology,28.0,696,2.08,12,10,20
3176,i0K9BAf7x2s,cremany,1126.0,Entertainment,147.0,4557,1.86,64,120,14
3177,ajYoDhoIF0g,Nespan007,1127.0,Entertainment,30.0,212,5.0,1,0,20
3178,R17r9V0IFYg,davereadingfc01,1135.0,Entertainment,41.0,519,1.5,16,14,20
3179,rYzNBIo32iU,JONOvsLFCvsWWE,1124.0,Entertainment,10.0,329,2.25,4,0,20
3180,IMr43kdRiSg,Nespan007,1124.0,Entertainment,64.0,36,0.0,0,0,20
3181,oIegPJjk95U,4iki4iki,1025.0,Music,221.0,56691,4.77,229,292,14
3182,HNgQDG0CMwo,weirdalfan27,952.0,Comedy,292.0,6464,4.67,64,95,20
3183,dqvUusOZ92w,Reeceygametrailers,1045.0,Entertainment,123.0,31,5.0,2,1,20
3184,vnNpUZrmKN8,GamerHelp,776.0,Entertainment,58.0,9875,2.24,29,27,14
3185,idvvO9oCQl4,CrazyLegs420,1066.0,Comedy,7.0,96,2.0,2,0,0
3186,e4yx1s-l6f8,GTAmissions,1024.0,Entertainment,128.0,1301254,4.82,3756,5833,14
3187,o-8nBkdiAcE,sargeras9,772.0,Entertainment,63.0,80,0.0,0,0,20
3188,WWy4gJSO5Y0,james2006789,773.0,Entertainment,63.0,315,0.0,0,2,0
3189,l-V56hnZDyo,NovaManXP,873.0,Entertainment,63.0,136,0.0,0,1,20
3190,4iSPORQEaHY,matthew2180,1062.0,Music,221.0,2624,4.8,5,3,20
3191,IkusSsks954,GTAmissions,1101.0,Entertainment,216.0,149659,4.85,800,839,14
3192,hwdXelJfpPM,grampl,1117.0,Entertainment,46.0,99034,4.77,251,271,20
3193,vbLJHY-hXMA,xbox360hd,1075.0,Entertainment,121.0,183326,4.61,435,709,14
3194,HlF6fbIFiCM,nlitement,772.0,Entertainment,63.0,1743671,4.67,4119,5002,14
3195,j3Na2id5ico,Krashhedd,1115.0,Entertainment,251.0,85,0.0,0,3,0
3196,cLaQiK1kDLc,Krashhedd,1114.0,Entertainment,73.0,79,0.0,0,0,0
3197,bGEECoajFgk,Krashhedd,1045.0,Entertainment,184.0,361,0.0,0,2,20
3198,eqG9FcT3pBE,adrianbellobarro,1121.0,Sports,307.0,70,5.0,1,3,0
3199,IhRbLRJnThE,Krashhedd,1121.0,Entertainment,274.0,85,0.0,0,0,0
3200,g9XnOqGyNuA,Krashhedd,1121.0,Entertainment,269.0,90,0.0,0,4,0
3201,Z6FQUElIqVw,Alzacon,1121.0,Film & Animation,115.0,36,0.0,0,0,0
3202,QAWAMYGnubQ,Krashhedd,1121.0,Entertainment,286.0,72,0.0,0,1,0
3203,3wx47SNPwqk,Kitediz,959.0,Autos & Vehicles,395.0,6606,4.54,13,43,20
3204,f_qCuz1zwQk,Ov3j1t4,1019.0,Comedy,123.0,1807,4.78,9,17,20
3205,3QKT8lriYfU,fedoxe,1086.0,Entertainment,471.0,845,5.0,1,4,0
3206,RiVKnDCYAm0,guileanci,1001.0,Entertainment,168.0,1346,4.2,5,4,0
3207,PwmpS6ns2kg,fedoxe,1086.0,Entertainment,177.0,598,0.0,0,0,0
3208,DHi_9JP0cgk,matigeneris,1051.0,Entertainment,83.0,345,0.0,0,2,20
3209,wps0ecPF5LA,clemeriao,808.0,Entertainment,101.0,5017,4.2,5,13,0
3210,xoq_IbpnSus,Mxitho,988.0,Entertainment,271.0,580,0.0,0,3,0
3211,p-nOFw7s9Qc,fedoxe,1086.0,Entertainment,179.0,387,0.0,0,0,0
3212,pWOMN2neHdg,fedoxe,1115.0,Entertainment,332.0,97,5.0,3,4,0
3213,xa6Zpq68Daw,kryptonao,939.0,Comedy,123.0,6900,4.61,28,41,20
3214,gsRpRuZEuIE,lcmscia,1065.0,Entertainment,183.0,358,4.5,2,6,0
3215,tB5g9MxldZc,aloie,678.0,Sports,62.0,242,0.0,0,0,0
3216,3A9L1We4BZU,aloie,1036.0,Entertainment,46.0,30,0.0,0,0,0
3217,LM1XIFAcV8w,aloie,1049.0,Sports,23.0,57,0.0,0,0,6
3218,KcFlTAeAyVQ,aloie,678.0,Sports,5.0,127,0.0,0,0,0
3219,qHtXQrf0XRo,aloie,1021.0,Travel & Events,11.0,53,0.0,0,0,8
3220,5olkBYGWDa0,aloie,678.0,Sports,1.0,48,0.0,0,0,6
3221,2s_Qf1XsfYU,aloie,678.0,Sports,4.0,60,0.0,0,0,8
3222,I5EAMHRTQ9U,bobonokawaii,696.0,Film & Animation,285.0,9038,4.57,46,24,20
3223,SooZZEha3aQ,hyperpie8,626.0,Film & Animation,390.0,23753,4.84,135,63,20
3224,C6w1a3oIZ6M,Animalfreakie911,786.0,Music,274.0,7760,4.93,61,39,20
3225,ljwzO45vPcw,CrisInuyasha,905.0,Film & Animation,302.0,198562,4.52,174,81,20
3226,ozl_FKisEig,Su54,524.0,Music,231.0,15534,4.78,95,28,20
3227,rn0oQIArLOY,hyperpie8,728.0,Film & Animation,523.0,9575,4.77,103,57,20
3228,GKicLv8tfwE,amythepure,648.0,Film & Animation,543.0,15863,4.81,97,63,20
3229,Qs-oGviaryA,Hentai12Lover12,916.0,Film & Animation,481.0,24940,4.79,24,5,20
3230,3kBFmSnY0kw,Animeruler101KS,872.0,Entertainment,236.0,22381,4.86,250,181,20
3231,0RSprRhwDXc,Su54,517.0,Music,244.0,14369,4.78,100,36,20
3232,0KAHrgUXNcM,CrisInuyasha,0.0, UNA ,304.0,11607,4.54,28,20,0
3233,6IIGFIvkeIY,slickvixx,0.0, UNA ,247.0,38867,4.75,174,69,0
3234,d67J_5EVphE,tori99,751.0,Film & Animation,290.0,16248,4.86,125,71,20
3235,6vZzUfv4_p4,EmoCurse,624.0,Film & Animation,254.0,28538,4.76,190,87,20
3236,AYR1dFLqHvw,double0twinky,621.0,Film & Animation,189.0,16262,4.75,36,16,0
3237,ZTDflf5XYPY,Animeruler101KS,918.0,Entertainment,211.0,18918,4.94,219,105,20
3238,YAp2iB7tNm4,bologna500,767.0,Film & Animation,306.0,6266,4.19,27,21,20
3239,D8iFxqBM9Qg,animegurl4912,822.0,Film & Animation,226.0,11799,4.91,58,41,20
3240,mmt1mxjvnX0,BlacknLonleySoul,720.0,Film & Animation,187.0,28621,4.86,200,129,20
3241,AYmzCJCFPbA,Animecat2,602.0,Film & Animation,483.0,8368,4.85,48,31,20
3242,e18QoElkyiw,Shoescouk,634.0,Music,169.0,1286,2.0,6,1,0
3243,xdpUyDNkXCY,Aidan724,1131.0,Autos & Vehicles,4.0,133,4.0,2,2,20
3244,#NAME?,DeMorcan,795.0,Music,107.0,777,4.0,2,1,0
3245,Zzz4qdWc8_A,pablosanz,1105.0,Music,580.0,135,5.0,1,1,0
3246,sicRqLkjN28,pablosanz,1106.0,Music,599.0,103,5.0,2,0,0
3247,oa6MvpOl0ZU,MikeTheTeacher,849.0,Music,127.0,15093,4.77,13,27,20
3248,dw1wj6XfU7I,avegemitesandwich,920.0,Comedy,98.0,1523,5.0,3,2,14
3249,K4GFVdemV2E,styrafoaming,966.0,Comedy,38.0,490,3.5,2,1,0
3250,hI6N3DEQ01M,MikeTheTeacher,849.0,Music,104.0,5022,4.89,9,6,20
3251,qUnQ3F2Rwq4,ATPFestival,597.0,Music,480.0,23063,4.78,67,0,20
3252,MQgKdZtyK0w,Minimalist,398.0,Film & Animation,87.0,260,0.0,0,1,0
3253,SJnPTq0yyJk,nfork,666.0,People & Blogs,53.0,92,0.0,0,0,0
3254,mfjBzPOgc_A,datawaslost,1019.0,Music,406.0,60,0.0,0,0,0
3255,Z_51Cu_fb5Y,parkingtickets,831.0,Music,144.0,188,0.0,0,0,0
3256,yvZ38Yq1wlw,wilffiv,693.0,Music,439.0,482,5.0,2,4,0
3257,SOSRbSaWGr0,wilffiv,693.0,Music,446.0,336,5.0,1,1,0
3258,kkJu0Bapt9o,Qmaniac2006,1118.0,Sports,66.0,914,5.0,4,2,20
3259,0mFAUvd1z18,mangenerated,885.0,Music,327.0,68,5.0,1,0,0
3260,ZgcUkiqCxpo,quadrant2005,992.0,Film & Animation,79.0,549,5.0,2,1,20
3261,P9Er_RXGFCE,arbethnot,1069.0,Music,380.0,300,5.0,2,2,0
3262,cCIdn7uCL4g,restarea,626.0,Comedy,122.0,43272,4.93,126,63,14
3263,7h3GPc_yMCE,sking28,602.0,News & Politics,93.0,892972,4.27,4077,2708,20
3264,a9WB_PXjTBo,McCaskill4Missouri,612.0,News & Politics,37.0,2674096,4.47,5116,6403,14
3265,OKs-bTL-pRg,dianamherrera,435.0,News & Politics,63.0,142071,4.5,153,164,20
3266,QMliHkTDHaE,McCaskill4Missouri,613.0,News & Politics,41.0,445459,4.34,707,745,20
3267,AHu5YOogV8I,MaleMan1979,527.0,Entertainment,140.0,137839,4.75,386,106,20
3268,RRQaW1UQj9Q,TabathaS,558.0,News & Politics,433.0,54060,4.87,150,125,20
3269,cLwOEeRLesg,UnofficialPressTV,1086.0,News & Politics,157.0,4150,5.0,9,0,20
3270,mIWNN2bnYto,nicscics,1078.0,News & Politics,588.0,1427,4.47,38,36,20
3271,elEwEzNWZ2E,tlm207,1045.0,News & Politics,232.0,16573,4.54,74,293,20
3272,tpp3PP3m8Bk,ALLEANZAnazionale,1002.0,News & Politics,953.0,3811,4.5,8,13,0
3273,hE3P_PbrkX4,ALLEANZAnazionale,1013.0,News & Politics,1158.0,2748,3.4,5,6,0
3274,WKSLKOl-SC0,ClaudioPeri,997.0,News & Politics,222.0,5499,4.85,13,3,20
3275,Jg1je7qjwlE,gonziVSsant,1115.0,News & Politics,376.0,3155,3.67,3,2,20
3276,8d8kaHwGZkM,jurgencassar,1105.0,News & Politics,318.0,2412,4.43,14,12,20
3277,8aH_vV-9OQQ,globalmediachanneltv,1114.0,News & Politics,440.0,1418,5.0,1,1,0
3278,QNDf03s0jwQ,omovies,1122.0,News & Politics,92.0,47432,4.57,192,130,20
3279,Z_gKOCb4QBA,mauikb,987.0,News & Politics,64.0,6024441,4.92,3283,1646,20
3280,lHk7kYYroRU,CocaColaSuperbowl,1080.0,Entertainment,62.0,185881,4.03,301,144,20
3281,PE7JDIkiEZg,dianamherrera,435.0,Entertainment,62.0,36940,4.8,69,70,20
3282,m7maxwKwZF8,tempantz,950.0,Entertainment,33.0,2845,5.0,4,6,20
3283,f2WE1lR-yyQ,HardcoreTitantrons3,1118.0,Sports,121.0,67,5.0,1,0,20
3284,Kedfy9savoo,BCBband,1122.0,Music,273.0,379,4.86,22,29,0
3285,x26GOVJ7LQk,DOOMAnomaly,1115.0,Entertainment,101.0,7,0.0,0,0,0
3286,N1Ebnv0tMFE,ShaneOMacfan101,847.0,Entertainment,467.0,80554,4.74,228,198,20
3287,phfTi2u8ZhY,fungusmcphee,760.0,Sports,492.0,45035,4.66,85,92,20
3288,mFXlnEYyym0,ShaneOMacfan101,847.0,Entertainment,536.0,62050,4.77,175,105,20
3289,nKhtqNGXjnA,Tombst1,904.0,People & Blogs,435.0,40928,4.85,108,95,20
3290,W356F8uCYwI,fungusmcphee,707.0,Sports,214.0,15913,4.89,80,69,0
3291,FpDljEOzcaM,EdgeRulz17,1018.0,Sports,33.0,372,4.25,4,1,20
3292,GpwqNNukFKQ,UNARismor,918.0,Sports,182.0,7627,4.76,17,20,20
3293,WHobj4d9tVo,madcappa123,935.0,Entertainment,464.0,4117,4.75,16,10,20
3294,mES_ygGtBg4,UNARismor,886.0,People & Blogs,196.0,8868,4.82,33,21,20
3295,S0Dleg40d0g,koloveri44,898.0,Sports,599.0,25533,4.71,85,100,20
3296,QdzN9Ncdo78,Tombst1,904.0,People & Blogs,520.0,17549,4.91,85,39,20
3297,wDKaX0xkUmE,badboy4lyfe2,968.0,Entertainment,628.0,6831,5.0,27,18,0
3298,q-JndN8vrrE,badboy4lyfe2,968.0,Entertainment,366.0,9357,5.0,32,28,20
3299,TzU68Qsz9KQ,madcappa123,935.0,Entertainment,407.0,4545,4.88,16,10,14
3300,ENmQiCV_N1c,sshep12345,562.0,Music,228.0,13039,5.0,13,10,20
3301,48Qe37cImnw,Drakinola,1024.0,Entertainment,599.0,3761,4.87,23,17,20
3302,MenOP2YuLxc,wermanred,1077.0,Sports,489.0,110,0.0,0,1,20
3303,jEIb66ZRLYc,NigelBraggins,794.0,Sports,258.0,1911,3.0,2,3,20
3304,Gx4LenxHGEg,cocker76,839.0,Sports,568.0,1905,4.5,10,3,20
3305,vjeItnYN1RY,aestokesrees,1110.0,Sports,314.0,168,0.0,0,0,0
3306,lseVS97EF3A,jimvdberg,1020.0,Travel & Events,242.0,165,0.0,0,0,20
3307,9Teedv9zMzY,aestokesrees,914.0,Sports,532.0,1859,4.62,8,2,14
3308,kug5ZuairUo,cocker76,1027.0,Sports,145.0,101,0.0,0,0,0
3309,DyzWbxj6O4k,IMPERATORE0166949079,1052.0,Travel & Events,41.0,188,5.0,4,0,0
3310,h6ilcpnIaRw,simonsezproduction,749.0,Travel & Events,320.0,1523,4.57,7,1,20
3311,TJLq2WZiBBs,staytunedtoswatch,835.0,Entertainment,581.0,6287,4.91,11,3,20
3312,Zay8SPfgdtA,basis104,900.0,People & Blogs,78.0,486,0.0,0,1,20
3313,k_7LAqDjhq8,Aussiemystic,1104.0,Travel & Events,511.0,167,5.0,1,0,0
3314,phygsAlY3OA,deepmetalmechanic,534.0,Sports,197.0,9845,4.12,8,0,0
3315,6JuDJ-06yZU,denniscallan,560.0,Travel & Events,471.0,4778,4.64,11,2,20
3316,igY8jzcEO0A,simonsezproduction,755.0,Travel & Events,588.0,2920,4.43,7,4,20
3318,D0_n1DhnBZE,kpalleh,1106.0,Sports,40.0,19,0.0,0,0,0
3319,OIRiYXaMZAg,xhalefilms,975.0,Sports,243.0,4580,4.73,30,14,20
3320,#NAME?,xhalefilms,973.0,Music,488.0,1357,4.33,3,1,20
3321,V_edqA1wpP0,Squadmen,888.0,Sports,473.0,2623,3.43,7,3,0
3322,BSbvedMd6FA,polybus11,1133.0,Comedy,600.0,376,5.0,3,1,20
3323,sGx1etSVUX0,hoi428,1085.0,Entertainment,55.0,302,0.0,0,2,20
3324,pj_QCin2EpQ,donkersgoed,1018.0,Entertainment,128.0,1866,4.33,3,3,20
3325,j5Z1iLbU7OY,kentavid,925.0,Comedy,6.0,3861,5.0,4,4,14
3326,#NAME?,Trance88Master,1098.0,Autos & Vehicles,348.0,2418,4.43,7,2,20
3327,qN4zz--k4XA,furaxpolychrome7,1119.0,Sports,402.0,1174,5.0,2,1,20
3328,yY5M8zHWjjw,dublindog,1071.0,Travel & Events,18.0,409,3.5,2,0,20
3329,mLuNtiC26_A,stross1992,1103.0,Sports,439.0,237,0.0,0,0,20
3330,FIPiVGEUTRA,masterbekas,1112.0,Music,577.0,162,0.0,0,0,20
3331,eUoDCEE-yBg,fr4jo4,1103.0,Music,273.0,314,0.0,0,1,20
3332,8CS1FuHW-n8,fr4jo4,1106.0,Music,399.0,185,0.0,0,0,8
3333,QDkPdRtr310,janKoens,1099.0,Autos & Vehicles,506.0,155,0.0,0,0,0
3334,zNxXy-tO7l4,icaninvent,1080.0,Autos & Vehicles,309.0,238,5.0,1,0,20
3335,xkqRTFsyRcU,deadjay64,1124.0,Music,263.0,193,0.0,0,0,20
3337,DIyL1upr6zE,fr4jo4,1107.0,Music,270.0,206,0.0,0,0,0
3338,efaH2pu9nAA,nidiagu,1120.0,Film & Animation,261.0,160,5.0,1,3,20
3339,1fCQKc_Uem0,abbeyandrosie,1077.0,Autos & Vehicles,283.0,171,0.0,0,0,0
3340,lKhekAtQmX0,CottonCow,1096.0,Entertainment,599.0,260,5.0,1,8,0
3341,RcbR-aHBt8o,fr4jo4,1105.0,Music,402.0,522,5.0,1,0,20
3342,08JInh8Slx0,shokaten,1005.0,Education,158.0,4967,5.0,3,4,20
3343,RgsHG2aVmLU,shokaten,1047.0,Comedy,212.0,1333,5.0,1,0,20
3344,0S2iYz0KZm0,grncarovski,1026.0,Comedy,79.0,1600,0.0,0,1,20
3345,nmICYUFhHco,VMOPO,776.0,Travel & Events,382.0,4257,4.0,24,20,0
3346,Kj7LkIXS4dw,VMOPO,1014.0,Education,553.0,610,5.0,9,1,0
3347,cz2UM7uL_1c,VMOPO,1013.0,Education,503.0,288,5.0,7,0,0
3348,CYUc4H6_L5k,VMOPO,1014.0,Education,595.0,242,4.43,7,0,0
3349,KgHLb0z8AHQ,VMOPO,1013.0,Education,457.0,276,5.0,7,0,0
3350,vdM2Ti2YYXQ,VMOPO,1023.0,Education,542.0,224,5.0,4,0,0
3351,h34UUJnjj4I,VMOPO,1023.0,Education,521.0,201,5.0,5,0,0
3352,rG-5n7iSMPM,renatosena2003,646.0,Pets & Animals,638.0,1561,5.0,1,0,20
3353,Nqonz-o6i4Q,VMOPO,1023.0,Education,471.0,129,5.0,4,0,0
3354,c63p2PdAcec,renatosena2003,643.0,Film & Animation,291.0,2535,3.67,3,1,20
3355,HPWWLyA8iCc,resne,777.0,Sports,148.0,1810,5.0,1,0,20
3356,SwSSyngRFss,senat64,980.0,Music,166.0,1307,0.0,0,1,0
3357,bLO5G8b7pB0,VMOPO,728.0,Travel & Events,98.0,471,3.57,14,7,0
3358,GCNDFTePkHg,stormmacedonia,1032.0,Education,188.0,384,0.0,0,0,20
3359,5Tq2drjr6Lc,elencevski,945.0,Comedy,96.0,2397,0.0,0,0,20
3360,ZozTCX4LLn8,VMOPO,1023.0,Education,244.0,75,5.0,3,0,0
3361,wEQ54SUxtiI,VMOPO,1023.0,Education,596.0,178,5.0,4,0,0
3362,k2pF-7mIpGU,4ezMoney,1024.0,Science & Technology,425.0,2817,4.67,12,16,20
3363,nRmmcrZZGRI,911stealth2,953.0,Autos & Vehicles,334.0,1136,5.0,2,8,20
3364,zoz5S1GQb_o,911octopus,0.0, UNA ,255.0,159,3.88,16,2,0
3365,RC71TjXb05w,MajorCalloway,1074.0,News & Politics,309.0,2881,4.0,4,6,20
3366,BRx0s0uHeNk,anonymozzybinoswald,1134.0,Nonprofits & Activism,573.0,83,3.5,8,0,20
