,VID_ID,UPLOADER,INT_AFT_EST(m),CATEGORY,LENGTH(m),NO_OF_VIEWS,RATINGS(/5),NO_OF_RATS,NO_OF_COMS,REL_VID_ID,POPULARITY
978,58CJih1iYC0,JAYSOMSEN,387.0,Entertainment,212.0,4915513.0,4.91,17008.0,11093.0,"['58CJih1iYC0', 'JAYSOMSEN', 387.0, 'Entertainment', 212.0, 4915513.0, 4.91, 17008.0, 11093.0, 'cxbFLYa0_bw', 'irp8CNj9qBI', 'MMz-wi50ACU', 'hMenB9Ywh2Q', '-3AmcbzoIRQ', 'EVYgRPfC9nQ', '4ADh8Fs3YdU', 'iikKzQwgBJc', 'Zo52T7uKOJU', 'GSADxMocaHs', 'UdaHCLlBkWU', 'GEI4U5KyAS0', 'Q22oGInO-uo', '2CTPLUcQAjk', '9hMrY8jysdg', 'WSnrZf3a7rE', 'xdCrZfTkG1c', 'ArbARCeam3I', 'RnrXiaPVeHY', '7GFpMb0sOaw']",23794.58426801584
1104,3QL97xldoXc,thePranker,772.0,Travel & Events,358.0,3010296.0,3.44,37247.0,19461.0,"['3QL97xldoXc', 'thePranker', 772.0, 'Travel & Events', 358.0, 3010296.0, 3.44, 37247.0, 19461.0, '84_y1mWPaUk', '11mUUZ9MM3c', 'Xa8sIVlqzQU', 'NG5xj3ey2zk', 'F6QmHTP1veY', 'gXy65PoXqvM', 'eejQPUyeNiY', 'U9bg0Bifk08', 'gmD08XAesPI', '7f0LXxryPFs', 'GnXMUCvqXWs', 'Re6apUfHv-8', '6GbQpEQgFxw', 'oVm5fzfjggg', nan, nan, nan, nan, nan, nan]",23360.3472426155
2916,EBM854BTGL0,fistofblog,1102.0,People & Blogs,90.0,5766247.0,4.72,33172.0,17602.0,"['EBM854BTGL0', 'fistofblog', 1102.0, 'People & Blogs', 90.0, 5766247.0, 4.72, 33172.0, 17602.0, 'MVyNnyLbcXM', 'kG1hkBXh6lc', 'wgrrQwLdME8', 'RNVilbs5fE4', 'tUrCF7fpViw', 'PUa_Ox5b1g4', 'Fk-1mla0LeU', 'V0Y5sTchMYs', 'VwJIlHalLGQ', 'w1LhJE6RMUk', 'wRDsZJ6edCM', 'YVNgnp3HuO8', 'HPPj6viIBmU', 'O61Do03ZCjw', '9gvqpFbRKtQ', 'KkMuqqGjmwM', 'wmRSuYIL1zc', '229NvV0SRHw', 'RkBiYpD3SDc', 'VLa_NLMErFk']",22834.5291804012
976,iikKzQwgBJc,awesomechick520,484.0,Music,119.0,7043921.0,4.86,17885.0,8064.0,"['iikKzQwgBJc', 'awesomechick520', 484.0, 'Music', 119.0, 7043921.0, 4.86, 17885.0, 8064.0, 'sogKUx_q7ig', 'SkELRp4wKPs', 'irp8CNj9qBI', 'cxbFLYa0_bw', 'hMenB9Ywh2Q', 'zBUJztI884M', '4ADh8Fs3YdU', 'XlFZ2w0RV-8', 'MMz-wi50ACU', 'EVYgRPfC9nQ', 'E5d9fP6ASGo', 'C7FGPIRJx6I', 'Zo52T7uKOJU', 'xdCrZfTkG1c', '27pYj0K4xrM', '7GFpMb0sOaw', 'cpys1c3jCNs', 'GEI4U5KyAS0', '9eLPmVzlqOg', 'UdaHCLlBkWU']",22617.556056860056
3882,#NAME?,LilMamaVideos,1085.0,Music,223.0,5994026.0,4.74,16747.0,17000.0,"['#NAME?', 'LilMamaVideos', 1085.0, 'Music', 223.0, 5994026.0, 4.74, 16747.0, 17000.0, 'BCvXzjGRnKc', 'OqumjziPTzk', 'z5hivqdcEL8', '4DC4Rb9quKk', 'Icv6DgZ-9O4', 'parRXo4lA4U', 'BOTZusvpCi8', 'Md6rURKhZmA', '1Hcd4ryjS-U', 'PO7gJazIBuE', '_-RMweNQXPk', 'gY-zTUCxgD0', '8hvEsCUj0xQ', 'Oy-nqyfR_w4', 'Pxs5EM3xlus', 'CAoo71VEYhs', '_8tSt1T4Iw4', '#NAME?', 'PLQDSH9j9zI', 'veYbj2zypaM']",22524.44820930305
3884,veYbj2zypaM,bbashmusic,918.0,Music,221.0,7155928.0,4.81,20364.0,14220.0,"['veYbj2zypaM', 'bbashmusic', 918.0, 'Music', 221.0, 7155928.0, 4.81, 20364.0, 14220.0, 'Pxs5EM3xlus', 'Md6rURKhZmA', 'LM6pqCpH8X0', 'mu9KBjAflK8', 'y0_G0m5W1nY', 'eGODaVBrvlU', '4DC4Rb9quKk', '8hvEsCUj0xQ', 'R_C4aWwznNQ', '_WJGvaL1y5s', 'A2f3cuUXXRs', 'cCW1FH9Ixrw', 'Q96GIKFXVMU', 'ichSb-1HSiY', 'Dn_1ZWo0GNw', 'th5Ip7nCFgc', 'jYNw1Om0RNs', nan, nan, nan]",22015.12877650615
977,cxbFLYa0_bw,xsniped,330.0,Music,297.0,4635992.0,4.91,13314.0,7919.0,"['cxbFLYa0_bw', 'xsniped', 330.0, 'Music', 297.0, 4635992.0, 4.91, 13314.0, 7919.0, 'irp8CNj9qBI', '58CJih1iYC0', 'iikKzQwgBJc', '4ADh8Fs3YdU', 'MMz-wi50ACU', 'EVYgRPfC9nQ', 'Zo52T7uKOJU', 'C7FGPIRJx6I', 'sogKUx_q7ig', '8c7x2JD_j-0', 'UdaHCLlBkWU', '2I-67U93xMU', 'QtqADo-D3mQ', '7GFpMb0sOaw', nan, nan, nan, nan, nan, nan]",21967.460974845344
1050,edLR8fj6roo,itschriscrocker,1116.0,Comedy,94.0,1120648.0,2.47,12716.0,19161.0,"['edLR8fj6roo', 'itschriscrocker', 1116.0, 'Comedy', 94.0, 1120648.0, 2.47, 12716.0, 19161.0, 'yGMKgLRU-3c', 'AhHqU2c7onM', 'SuYRpl54d8o', 'kHmvkRoEowc', 'Yd1Oe1LELcc', 'CtXTk65oZ5o', 'zbr1EiIC2Ro', 'IZ_zfkNcxRQ', 'Hh3eHxtIGxw', '2nS0zUtE-IY', '8LA6mp00Xss', '_5MVp5WEY3U', 'cDDEhLw1PVI', 'h863nXDqCM0', nan, nan, nan, nan, nan, nan]",20165.165068795442
2922,hNxhrPaaCA4,borg359,373.0,Entertainment,424.0,3062136.0,4.59,11420.0,11513.0,"['hNxhrPaaCA4', 'borg359', 373.0, 'Entertainment', 424.0, 3062136.0, 4.59, 11420.0, 11513.0, 'leEsz9ci5XE', '0Q8DriPCX2o', 'wRDsZJ6edCM', 'JXnPG19npW8', 'cJFLgNCDug0', 'luVjkTEIoJc', 'O61Do03ZCjw', 'eBXal1GAA4A', 'WTmuROV842w', 'HPPj6viIBmU', 'EkTpUxh8Vxc', 'V0Y5sTchMYs', 'yH8b5ruc_-E', '9SrFsckGgVc', nan, nan, nan, nan, nan, nan]",19722.48029468784
1019,_AKE4MA3b98,naledi81,0.0, UNA ,54.0,19678.0,4.6,10.0,3.0,"['_AKE4MA3b98', 'naledi81', 0.0, ' UNA ', 54.0, 19678.0, 4.6, 10.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",19678.0
102,tVFUWgWyEtE,mrpregnant,0.0, UNA ,179.0,19624.0,4.26,174.0,147.0,"['tVFUWgWyEtE', 'mrpregnant', 0.0, ' UNA ', 179.0, 19624.0, 4.26, 174.0, 147.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",19624.0
1047,Rp198k984Yw,itschriscrocker,1122.0,Entertainment,128.0,1052410.0,3.48,12785.0,18443.0,"['Rp198k984Yw', 'itschriscrocker', 1122.0, 'Entertainment', 128.0, 1052410.0, 3.48, 12785.0, 18443.0, 'yGMKgLRU-3c', 'zbr1EiIC2Ro', 'AhHqU2c7onM', 'edLR8fj6roo', 'kHmvkRoEowc', 'IZ_zfkNcxRQ', '8LA6mp00Xss', 'V2SFL2ypM4k', 'Hh3eHxtIGxw', 'aiqkDm9UoKo', 'xXiouCrEnG0', 'h863nXDqCM0', 'MkpLR4WzIBc', 'O6Bqf23u-40', 'cDDEhLw1PVI', 'wHAIVXIjRmw', '4Dm6wwF-_MA', 'Yd1Oe1LELcc', 'LWSjUe0FyxQ', 'DxJwGcl0TOo']",19380.97709928845
1847,JhzysbVHX-o,smosh,876.0,Comedy,285.0,2104830.0,4.42,20370.0,16802.0,"['JhzysbVHX-o', 'smosh', 876.0, 'Comedy', 285.0, 2104830.0, 4.42, 20370.0, 16802.0, 'ypNFV_mf2Oo', 'WDuq9VR_pzg', 'CHi51oWzV_M', 'L5-0k1HHh_k', 'AFbDmkt5oWA', 'OEt50_BdIpQ', 'GGpT_Li6gxQ', '0_T-RGXKGS8', 'QmKUCNrq-Gg', 'AIKwo6biwyE', 'p8Y7q_Lsctg', 'IY1Fn796MoY', 'qJoCfqWdvdQ', '9EqDhVmPNFs', '5q5uoEU8RRk', '0GMzzp_nJbw', 'gwkCbJEnMuk', '74sW9OHvkCg', 'M0U99WIBrTc', 'oCd_i7wW87Q']",19204.774189588505
2915,leEsz9ci5XE,OMGHEISRETARDEDLOL,380.0,Comedy,126.0,5322084.0,4.63,13491.0,4807.0,"['leEsz9ci5XE', 'OMGHEISRETARDEDLOL', 380.0, 'Comedy', 126.0, 5322084.0, 4.63, 13491.0, 4807.0, 'O61Do03ZCjw', 'yH8b5ruc_-E', 'HPPj6viIBmU', '2eMkth8FWno', 'V0Y5sTchMYs', '0Q8DriPCX2o', 'hNxhrPaaCA4', 'N--g65u9nRs', 'wRDsZJ6edCM', 'TqI2a6l1I4A', '0-TyLBD54j8', 'rVX9tM_gMNs', 'luVjkTEIoJc', 'teMlv3ripSM', nan, nan, nan, nan, nan, nan]",18812.484553718074
2224,m2OC5Z1Fii8,texasgirly1979,799.0,Pets & Animals,26.0,4372739.0,4.6,8213.0,12034.0,"['m2OC5Z1Fii8', 'texasgirly1979', 799.0, 'Pets & Animals', 26.0, 4372739.0, 4.6, 8213.0, 12034.0, 'GB14-uwYXfA', 'l1ZCccf78Ck', 'cJueekvhRDI', '3wqqZdeo7To', 'mBus4GGsyb4', 'Zi9GOvR3Ynw', 'vL1trl1FMUw', '91kNo4s8ARc', 'c9nnF1AeY6A', 'W8GaDuCvYbE', 'ficwZQYmRLE', 'hiX45LBii7U', 'xWyz9WAIakQ', 'xPQoCGVz_NQ', nan, nan, nan, nan, nan, nan]",17506.765265970018
1058,xXiouCrEnG0,itschriscrocker,1113.0,Entertainment,117.0,1243037.0,2.78,10999.0,16319.0,"['xXiouCrEnG0', 'itschriscrocker', 1113.0, 'Entertainment', 117.0, 1243037.0, 2.78, 10999.0, 16319.0, 'Hh3eHxtIGxw', '4fNRuaGR7yY', 'edLR8fj6roo', 'YaaW5V-EOj0', 'Yd1Oe1LELcc', 'Rp198k984Yw', 'kHmvkRoEowc', '8LA6mp00Xss', 'yGMKgLRU-3c', 'DyNmrigZEv8', '_cvYncO-d2g', 'aSc3NRxgNkA', 'cDDEhLw1PVI', 'h863nXDqCM0', nan, nan, nan, nan, nan, nan]",17435.834933792477
3885,Pxs5EM3xlus,albomafia007,857.0,Music,254.0,8361412.0,4.87,12752.0,6786.0,"['Pxs5EM3xlus', 'albomafia007', 857.0, 'Music', 254.0, 8361412.0, 4.87, 12752.0, 6786.0, 'Md6rURKhZmA', 'MR6oR-JG3nw', 'veYbj2zypaM', '4DC4Rb9quKk', 'A2f3cuUXXRs', 'kEUtFmx6ETE', 'Oy-nqyfR_w4', 'rRhIsuzz3j0', 'y0_G0m5W1nY', '6jL7bYdA7WI', 'PFmzOtYHC1k', 'ichSb-1HSiY', nan, nan, nan, nan, nan, nan, nan, nan]",16542.607149695512
509,rDB9zwlXrB8,myredroom,849.0,Music,372.0,7990144.0,4.9,15439.0,7052.0,"['rDB9zwlXrB8', 'myredroom', 849.0, 'Music', 372.0, 7990144.0, 4.9, 15439.0, 7052.0, '1k08yxu57NA', 'K_5W4t_CBzg', 'NLF9iEXnBRo', 'qwkVnyfdGYQ', 'eqWvuMJV0Yw', 'blwyFKn2aLk', 'QWNoiVrJDsE', 'EBbf3cy_wYM', 'jNOXvboRnWQ', 'ZGFXMvMcmbs', '4GktGzJsML4', 'DelJrP3P7tA', 'YQ-dJHNbFPQ', 'sxOytYLlhiQ', 'exyJ2CSfrHo', 'iY15mUblbVs', '6SFhUAR7ynQ', 'nHYYz_mGP1U', '8CLLJ3eFffw', 'mUyKYB4zYCQ']",16463.24177791988
3910,frvg9hfJYBo,rsj,316.0,Music,257.0,4068252.0,4.89,9174.0,3292.0,"['frvg9hfJYBo', 'rsj', 316.0, 'Music', 257.0, 4068252.0, 4.89, 9174.0, 3292.0, 'XfbBEAuARfk', 'cuXxSVJG41o', 'UtMzTFaFs6E', 'KN_ACKracDU', '-9sPhj08oek', 'ywVqk_klRhY', '5XyC7wHAqRY', 'Be_d3j8llkc', 'zQTdBSj3SQY', '026GaGDOwqM', 'MIXrWXaxep8', '3QvrM8HCnrQ', 'htRq0VowuHY', 'h0o0JNp7WOc', nan, nan, nan, nan, nan, nan]",16166.215722901541
2921,yH8b5ruc_-E,259,730.0,Entertainment,149.0,5239520.0,4.81,19753.0,8567.0,"['yH8b5ruc_-E', '259', 730.0, 'Entertainment', 149.0, 5239520.0, 4.81, 19753.0, 8567.0, 'O61Do03ZCjw', '#NAME?', 'leEsz9ci5XE', '0_T-RGXKGS8', 'lWKHbSxnfB8', '0Q8DriPCX2o', 'm7x1lqQULTo', 'Pl4Hggd8QJo', 'vQbYvjmfbr4', 'EVJjP2Jsj1g', '493ljyoox6o', '04NDE_Iim-I', 'hNxhrPaaCA4', 'B2froiUsU4U', nan, nan, nan, nan, nan, nan]",15744.424901041562
13,1GKaVzNDbuI,fatvids,690.0,Comedy,176.0,2464486.0,4.5,13342.0,11997.0,"['1GKaVzNDbuI', 'fatvids', 690.0, 'Comedy', 176.0, 2464486.0, 4.5, 13342.0, 11997.0, 'Bd61LnxqSng', 'g9e1alirMhc', 'UrNqx1p95qs', 'sEJLOmVOpcU', 'WGV4u6GhGhw', 'Dto7-3aOt8w', 'I4yKEK9o8gA', 'p9CypIsNSvM', 'qJXYN3wFhgo', 'Vqiw-Kqtlr0', 'bnuaPr4hlCU', 'CKjha-rohzc', 'hSlo0T0CNI4', '_i6OD_y_-AI', '41APzy5kqBU', 'GiMAIPQo-m8', '97cWs8tW8mY', 'J5z4Vs26-TI', 'gMuxyRbNLFM', 'iJGiiiPEHZ0']",15568.719177860477
2218,4Dm6wwF-_MA,Pruane2Forever,1119.0,Entertainment,192.0,516513.0,1.83,10569.0,15075.0,"['4Dm6wwF-_MA', 'Pruane2Forever', 1119.0, 'Entertainment', 192.0, 516513.0, 1.83, 10569.0, 15075.0, 'ZoAxbvjcBN4', '3zGl0xQmnhc', 'wAp_MKBLJ6s', 'JXtKLVgZICQ', 'FeUe4jnFgTc', 'XN_bt7wK2V4', '9-OvKL3xTFY', 'YHKI_FWfX1s', 'hw2cs7gXBQE', 'gtdDIQ6f9EE', 'VpsrHu6X-Ok', '53XEiy-xEW4', '9zuQN9adoBU', 'Tj8NnXwJGZI', nan, nan, nan, nan, nan, nan]",15536.58462355003
982,MMz-wi50ACU,ringostarrkicksass,285.0,Entertainment,184.0,2488790.0,4.9,7243.0,5855.0,"['MMz-wi50ACU', 'ringostarrkicksass', 285.0, 'Entertainment', 184.0, 2488790.0, 4.9, 7243.0, 5855.0, '58CJih1iYC0', 'cxbFLYa0_bw', 'irp8CNj9qBI', 'hMenB9Ywh2Q', 'iikKzQwgBJc', '4ADh8Fs3YdU', '1__KQZvoBpc', 'cpys1c3jCNs', 'EVYgRPfC9nQ', 'sogKUx_q7ig', 'C7FGPIRJx6I', 'phWd7s5mhVM', 'UdaHCLlBkWU', '2CTPLUcQAjk', 'GEI4U5KyAS0', 'Q22oGInO-uo', 'xdCrZfTkG1c', 'QtqADo-D3mQ', '7GFpMb0sOaw', 'RnrXiaPVeHY']",14587.597167743326
380,vpkTBbUI2O4,LMcorporations,1121.0,Science & Technology,114.0,16765.0,4.0,10.0,14448.0,"['vpkTBbUI2O4', 'LMcorporations', 1121.0, 'Science & Technology', 114.0, 16765.0, 4.0, 10.0, 14448.0, 'Ee97DkXW-rM', 'd0mNnpZM6wo', '2U21iVpq5U8', 'Hj9orQWeMiE', 'XtVHRVuoWIU', 'Hgc4Z97A7oM', 'y-flwVK8WEg', 'PKIyzGiw8c4', 'FUxjbdXZNLg', 'm9wA-KBQPlM', 'TSeg_5YOTLw', 'BvvJ9VFXWc0', 'RvAUCoigVWI', 'Oca3QSgNt-Y', '6zAi1rcchrs', 'n_HKiuQwP-4', '0Dl1uizfqtw', '7NqKP_zcRnI', 'kOo_meLVxeA', 'V4dDsDH72kE']",14463.355396966994
4065,qLXHvBFG-CI,seansvoice,426.0,Pets & Animals,309.0,3717966.0,4.85,6864.0,5428.0,"['qLXHvBFG-CI', 'seansvoice', 426.0, 'Pets & Animals', 309.0, 3717966.0, 4.85, 6864.0, 5428.0, 'CQzUsTFqtW0', 'cMV_gvBwL1g', 'nq3ZjY0Uf-g', 'c3asSdngzLs', 'HqbVbPvlDoM', 'rI-pct3zy18', 'ZCYaw5tGYAs', 'UXPJJeISuXo', 'fA8wJRGBlDU', '5GNzBFnUAdo', 'P1lO6HQZdsk', '2XTGBOKqccw', '7bcV-TL9mho', 'bLqmf8x7rLI', nan, nan, nan, nan, nan, nan]",14155.620424894942
980,4ADh8Fs3YdU,VVasp,524.0,Music,255.0,4226122.0,4.91,10512.0,5883.0,"['4ADh8Fs3YdU', 'VVasp', 524.0, 'Music', 255.0, 4226122.0, 4.91, 10512.0, 5883.0, 'irp8CNj9qBI', 'Zo52T7uKOJU', 'cxbFLYa0_bw', 'iikKzQwgBJc', '58CJih1iYC0', 'sogKUx_q7ig', 'EVYgRPfC9nQ', 'cpys1c3jCNs', 'MMz-wi50ACU', 'C7FGPIRJx6I', 'lSkx34M3XtY', 'xdCrZfTkG1c', 't28EUcTDLII', 'QtqADo-D3mQ', nan, nan, nan, nan, nan, nan]",13948.118787695923
295,eV71mpbvl-g,youryouyou,823.0,Pets & Animals,26.0,4316138.0,4.78,9424.0,8592.0,"['eV71mpbvl-g', 'youryouyou', 823.0, 'Pets & Animals', 26.0, 4316138.0, 4.78, 9424.0, 8592.0, 'XU2EtLHVoiI', '7tRWRSfcDuQ', 'sKMYC4IDcr8', '8NvZTOWrpNQ', '964uCtgsDoE', 'z3U0udLH974', 'Rip2-ohZxEQ', 'ONmhQJy1ViA', 'kdeVpw9rNyg', 'aACF2-4hEw8', 'p9sYRMz_-2g', 'VffgDlh4lS0', 'j_ANJZICV0U', 'SEEgSS5paxI', nan, nan, nan, nan, nan, nan]",13836.396619001767
3878,Oy-nqyfR_w4,TPainVideos,805.0,Music,229.0,5205518.0,4.84,12478.0,6957.0,"['Oy-nqyfR_w4', 'TPainVideos', 805.0, 'Music', 229.0, 5205518.0, 4.84, 12478.0, 6957.0, 'Md6rURKhZmA', 'Dn_1ZWo0GNw', '8hvEsCUj0xQ', 'Pxs5EM3xlus', 'ichSb-1HSiY', 'A2f3cuUXXRs', '4DC4Rb9quKk', 'veYbj2zypaM', 'y0_G0m5W1nY', 'kEUtFmx6ETE', '#NAME?', 'O9hzHcxRuas', '6pKQOV-v61o', '6jL7bYdA7WI', 'IOlAerP0L74', 'WDxr-eakI6U', 'o0pxLJ7x0ys', '91GTUf7dkGQ', 'dLfT5uwkFxE', 'RYiN2N_JADg']",13423.482375460313
863,Qehxjub5lyo,jgrandin1,715.0,Entertainment,177.0,4710964.0,4.54,11019.0,6418.0,"['Qehxjub5lyo', 'jgrandin1', 715.0, 'Entertainment', 177.0, 4710964.0, 4.54, 11019.0, 6418.0, 'HTx_qmCVhEE', 'IAyZ1g0ha-I', '2MgRmXiUYFg', 'VmxCnvP_40E', '94iXddskcFs', 'NGPjRD-ZFLo', 'auQbi_fkdGE', 'v0XPI403E-s', 'qdm4r3jIajw', '3yDbwqa-76Y', 'vEc4YWICeXk', '9fimRRTP-6s', 'NVCuLhmyRQs', 'aC-KOYQsIvU', 'Gp3xXaYi-dg', 'et6JRqxsKAE', 'HsQIoPyfQzM', '1EEynvjfljU', 'e0yX5Ns6gh4', 'tIoEVH28zeI']",13006.76125117645
471,0GMzzp_nJbw,smosh,759.0,Comedy,247.0,2102333.0,4.74,20514.0,10213.0,"['0GMzzp_nJbw', 'smosh', 759.0, 'Comedy', 247.0, 2102333.0, 4.74, 20514.0, 10213.0, 'qJoCfqWdvdQ', '9EqDhVmPNFs', '74sW9OHvkCg', 'OEt50_BdIpQ', '5q5uoEU8RRk', 'CHi51oWzV_M', 'lJsjJVPeEOo', 'AFbDmkt5oWA', '0_T-RGXKGS8', 'IY1Fn796MoY', 'AIKwo6biwyE', 'L5-0k1HHh_k', 'WDuq9VR_pzg', 'bJXKkxE1Ri0', 'gwkCbJEnMuk', '7sQOnsisJto', 'EZjfZLTbnvY', 'P1OXAQHv09E', 'JhzysbVHX-o', 'M0U99WIBrTc']",12982.872431325219
2057,ylPqlrBoyRY,aladdin82,940.0,Entertainment,54.0,4388073.0,4.35,7054.0,8219.0,"['ylPqlrBoyRY', 'aladdin82', 940.0, 'Entertainment', 54.0, 4388073.0, 4.35, 7054.0, 8219.0, '29SuuEKztPc', 'UlkzgI_jNUg', 'ZlrJ02yNxNo', 'VJ5unYaNd3c', 'SkELRp4wKPs', 'q9YRt_QMZmA', 'ZyXXlvJZhW8', '89oS4SN4mNg', '8h8FglJfNfk', 'fAY_HaH3B9o', 'm3ceCMpPJgc', 'LWSjUe0FyxQ', 'uNe0bBMpiR0', 'jBMMc3QAWCs', 'RGWs3o7SAxI', '0dQeHprMqC4', '1ZZox6jfWUk', 'C8AdNOW1Mho', 'W-qJaow1Kf0', 'qsGQ10kN_U8']",12887.163382628838
2310,D2sfelvHAlU,adolfo0116,500.0,Music,481.0,3108851.0,4.91,9285.0,6513.0,"['D2sfelvHAlU', 'adolfo0116', 500.0, 'Music', 481.0, 3108851.0, 4.91, 9285.0, 6513.0, 'VRsJlAJvOSM', 'S4i-cOv69tw', 'j-j-pf5LykQ', '_ae2uidckqE', 'Yekz__cCci0', 'OF0EMnruqzY', 'GkrWqpymXLY', 'dELSFBEsmPM', '93ubRaUm2J0', 'BxEX__YXmDs', 'WxTWQD91b5c', 'ZiOuHnbd8xc', 'qOgecr8Kf0k', 'hh4WwCzjtL4', nan, nan, nan, nan, nan, nan]",12730.702528809908
2250,GdDxz2bkfhE,sonybmg,738.0,Music,198.0,3105123.0,4.7,8673.0,8421.0,"['GdDxz2bkfhE', 'sonybmg', 738.0, 'Music', 198.0, 3105123.0, 4.7, 8673.0, 8421.0, 'hkbdP7sq0w8', 'VOBt-AKOAGw', 'pD8ymBR2Ufo', 'Vd34vJohGXc', '_TlKEQ2nIyo', '-1c14Z0YUTU', 'hoibfSWyNMc', 'zkXrAuR951c', '0ZkllM8znx4', 'u-xk1oSi5JQ', 'te1iSbyaR9I', '-8rY0Fyws20', 'SCaq5CPNDSE', '1VNCeaxADws', '76XRgs0VkfA', 'OKorl7Ouht0', 'oKTiwCez6Zs', '7p0z1y5mg_E', 'b7lvtXulnqk', 'v7sITldHmGo']",12628.484281749079
2518,S0A7dtdc-nU,Xexezinha,727.0,Music,148.0,4567638.0,4.87,10059.0,5802.0,"['S0A7dtdc-nU', 'Xexezinha', 727.0, 'Music', 148.0, 4567638.0, 4.87, 10059.0, 5802.0, 'I_wQK0mHbuU', 'Ce_DxJFdgM4', '#NAME?', 'aRnJBrR96qQ', '2dYc3PblZR8', 'vIwm9jUjLvk', 'wf2tHgPqYN0', 'YniDowiAHGE', 'fAoBg1fXMtg', 'dU_TmsQvz0Y', 'hSmKdHRW4RU', 'EAvJw5OtpKc', 'UDxZPorY2Rs', 'kqGBGDgVJeA', '70cPzSdGEHQ', 'xsRWpK4pf90', 'F5VvvVxuKko', 'MYfBTXiurDs', 'BdXkHjbiYRk', 'fvXHMhmCLW4']",12084.858806014254
1170,p5cPVP_llfo,Wii,639.0,Entertainment,121.0,2523258.0,4.7,7359.0,7833.0,"['p5cPVP_llfo', 'Wii', 639.0, 'Entertainment', 121.0, 2523258.0, 4.7, 7359.0, 7833.0, '73yDRm8KaWY', 'AI_xE42Mr6o', 'Pzp8S_7yspM', 'MFoyp71xw3w', 'I_mBLWpdwnI', 'mCufArSg-SQ', 'v6iOLEIV7cY', 'UyEtko6poP8', '3tQ7Wof6QvM', 'oWUoTw6e6pc', '8SdZm4XQRP8', 'H5YB1Mmx7E4', 'CkS2DJ6VX_g', '327f4hU1oVw', '6FAxbK_aGus', 'JwmzUewkU2M', 'kihXP9WYhLc', '0awjPUkBXOU', 'IGcloqKF1jk', 'TpowgJ2EZvY']",11781.761202054015
869,HsQIoPyfQzM,pogobat,857.0,Howto & Style,392.0,4293093.0,4.76,8013.0,6605.0,"['HsQIoPyfQzM', 'pogobat', 857.0, 'Howto & Style', 392.0, 4293093.0, 4.76, 8013.0, 6605.0, 'IW_BBp3FPMQ', 'lss4rR8N8as', 'tSqUcrFJ498', 'Rpfz3m11bsk', 's8uM6_j-s48', 'auQbi_fkdGE', 'LcJ-y39GzzQ', 'NJz02Nh99Cs', 'EYJxmaaYglg', 'LHFiZrVSGeA', 'XKQnHZ_yYJ0', '5o8Vdn0LeGo', '81ng6qGZGpE', 'uk2sPl_Z7ZU', nan, nan, nan, nan, nan, nan]",11614.444001269232
3232,0KAHrgUXNcM,CrisInuyasha,0.0, UNA ,304.0,11607.0,4.54,28.0,20.0,"['0KAHrgUXNcM', 'CrisInuyasha', 0.0, ' UNA ', 304.0, 11607.0, 4.54, 28.0, 20.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",11607.0
2541,2JC3UMJ2It4,mynameiszach,801.0,Entertainment,97.0,3470648.0,4.77,4650.0,7120.0,"['2JC3UMJ2It4', 'mynameiszach', 801.0, 'Entertainment', 97.0, 3470648.0, 4.77, 4650.0, 7120.0, 'LO4caTLqqoM', 'fV8vVmtmVxU', 'dAkuxb6-gS8', '8e-i2D-2GAc', 'ybyVwZuIWaE', '_t0Y_t-iKe0', 'H43BWcIo7Go', 'UL2cwyj4svs', 'F891rkFzg7M', 'j1RpvCEg0uw', 'Y03WjnjZJe0', 'Ddg7reIOjL0', 'ku43KSZZzxg', 'SdAANvyapCc', nan, nan, nan, nan, nan, nan]",11452.894908453143
2556,wrqiIjLGnCI,sonofbeep,310.0,Comedy,202.0,2845233.0,4.58,3955.0,2203.0,"['wrqiIjLGnCI', 'sonofbeep', 310.0, 'Comedy', 202.0, 2845233.0, 4.58, 3955.0, 2203.0, 'i99OFLyaw4c', 'rZBA0SKmQy8', 'c0gLfSUm0YI', 'EnLI5UcNu5s', '_mdMb6bRXt4', 'EtOoQFa5ug8', 'be2AUvIZLtE', 'YCj-RyKCmHQ', '4xPOXSfPQGE', 'xXrnKGSShMk', 'wcAq9mOUx8s', 'XkHm8uUuT0o', 'MJgsk-pF2JA', 'Ydmjzc20esI', nan, nan, nan, nan, nan, nan]",11381.172125769748
