,VID_ID,UPLOADER,INT_AFT_EST(m),CATEGORY,LENGTH(m),NO_OF_VIEWS,RATINGS(/5),NO_OF_RATS,NO_OF_COMS,REL_VID_ID,POPULARITY
3213,xa6Zpq68Daw,kryptonao,939.0,Comedy,123.0,6900.0,4.61,28.0,41.0,"['xa6Zpq68Daw', 'kryptonao', 939.0, 'Comedy', 123.0, 6900.0, 4.61, 28.0, 41.0, '0PtoSIxzXF4', '3wx47SNPwqk', 'XDSNWr_iWvs', 'hpiVL0hqL1o', 'TL34trVDEyY', 'i4g0jUrXD0E', 'fXgnbxnidoE', 'Fa2tIU1pA4g', '-1_QY2VVZ-g', 'lxwx_Chz8So', 'wps0ecPF5LA', 'acBSB-tSbkQ', 'GMo2X4wUHtU', 'mG34oFHaah8', 'yEuEBH8kNiA', 'FTBXfMJNoAg', '_0fGcdik79M', '6HI85nzIDBE', 'rc7HKFf7Q5I', 'Rc53oV1XRYY']",48.51288566864446
1766,_tYUSku-22g,Manintheboxshow,1129.0,Entertainment,84.0,3858.0,4.92,120.0,45.0,"['_tYUSku-22g', 'Manintheboxshow', 1129.0, 'Entertainment', 84.0, 3858.0, 4.92, 120.0, 45.0, 'y0sDeFY71lc', 'UH4twxDipXg', 'VrWjrEXp_hE', 'jMKT2BcSZ5I', 'GWc00p7_iiE', 'qrlyWD6q8zc', 'TdCAJbwfKVM', 'FRCBBxu7ugg', 'k_HdxUs5nRA', 'Vc8tPTVBRSc', '_8ibV8dVuto', '7Sx2C7R7XWQ', 't1ewcGtyIQ8', 'GqlzbynDTPI', 'pyuZAPS12yo', 'VRpu72N3Ggg', 'fiMXza9jgW0', 'QSDclJgIhD4', 'IX7LHiRdnGU', 'tIvS6D58WD0']",48.45818334809566
1066,9lM1LhD7-Qw,OSUMercutio,1129.0,News & Politics,78.0,1056.0,4.56,9.0,47.0,"['9lM1LhD7-Qw', 'OSUMercutio', 1129.0, 'News & Politics', 78.0, 1056.0, 4.56, 9.0, 47.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",48.4420076764098
2864,dDpmCRjx_k8,theduderinok,795.0,News & Politics,595.0,24105.0,4.89,46.0,18.0,"['dDpmCRjx_k8', 'theduderinok', 795.0, 'News & Politics', 595.0, 24105.0, 4.89, 46.0, 18.0, 'm2eMFdKlihM', '2d7OXTnyyQQ', '7KywngAGmiE', 'bm54Y3CR5KM', '0UP1OU9uQ2k', 'ZQlpACCcq4Y', '#NAME?', '8WgP-hz7h9U', 'Z4ASP3aKVj4', 'MdTW4uU1uWk', 'xORDvKcQq-4', 'Dw7cNiysLxU', 'gjQgqZ6eMP4', 'vZHucMUEqGM', 'jtrkAIe9yVI', '2fFVtzSSm44', 'KEkDzHCDTwo', 'A4sQePBTMAU', '7-02Q5kVZYk', 'ny_Wfc7sjgk']",48.42705906480722
1594,U4yJB1ynN-Y,xZashleyFanx,1135.0,Entertainment,173.0,1409.0,4.98,45.0,47.0,"['U4yJB1ynN-Y', 'xZashleyFanx', 1135.0, 'Entertainment', 173.0, 1409.0, 4.98, 45.0, 47.0, 'mTWuwvtE3D0', 'juo6g7tHHEY', 'OUVGVMQOpRc', 'fvGWYkzoixk', '1fe8R66mKoA', 'B5vVEKlv56o', 'wShPwkSi6ms', '5wC3Wf3Q3zc', 'jeeNJkbc924', 'rE1Wdl-FJTA', 'oaOhF1evz7M', '5FyxHpnOwbE', 'u7yUxng_7gg', 'NM0mf_WdUcs', nan, nan, nan, nan, nan, nan]",48.35207635829662
172,qhAnSGeTpz4,iRespond2U,1135.0,Comedy,80.0,210.0,1.67,12.0,48.0,"['qhAnSGeTpz4', 'iRespond2U', 1135.0, 'Comedy', 80.0, 210.0, 1.67, 12.0, 48.0, '1OF20VB_CMA', 'mqgY3vx6DCM', 'rfwt5veVXEk', '4ira1eUOQGY', 'RDIIzmusYi0', 'hYbyDY790nM', '0TeHUtyNqDI', 'WmyeEX3FG9U', 'WM1yqH5dBj4', 'G6XenDuiyvE', 'FqvAqb6UyqE', 'zzlDKaXAIgE', '9MdXdTSwfX4', '1cSnEPsPr5Q', '25CpF-Wudms', 'dzslyDdYnRI', 'eYfedzk27zQ', 'LBTKkAgRkYU', 'tTy__qMSoR8', 'lpSTTtV8_Ms']",48.324188693098385
455,GI4vS7gJO7w,TraysonRubio,1131.0,Music,123.0,3697.0,2.77,62.0,45.0,"['GI4vS7gJO7w', 'TraysonRubio', 1131.0, 'Music', 123.0, 3697.0, 2.77, 62.0, 45.0, 'XnwmUZuF5OY', 'akNJ6S2UqsE', 'QJxrVT49XHY', 'feOwAB9TpEA', 'tx0XxL8VFxM', 'ut5fFyTkKv4', 'dsw-KSiO0VE', 'wJ16d-qpBEE', 'vzz_2ISJpKY', 'jcQuXAf0cKc', 'bq1_6D9QS9Y', 'wFvUdt9BQhU', 'PHwoSMlf09M', 'eduwcuq1Exg', nan, nan, nan, nan, nan, nan]",48.313466101936626
2474,t-7HJye6EMo,BullitGTI,1048.0,Autos & Vehicles,588.0,11459.0,4.88,34.0,37.0,"['t-7HJye6EMo', 'BullitGTI', 1048.0, 'Autos & Vehicles', 588.0, 11459.0, 4.88, 34.0, 37.0, 'bVR288WbDXc', 'TL6r9TTR7CY', 'JR43BD6K7jg', '4xL7yveZA_o', 'pIt0G6061j0', 'yb0Rz1MwtGk', 'e3JQbcD9zBw', '6Wa4s5EIGuM', 'ULOVUDfU4NM', 'EBfdNZ3pw7Y', 'XtQub1FA_UM', 'DzGj8rMbYVk', 'uQ9FcFS3S40', 'KSoDJTRFnPk', 'qbyCF5b6keA', 'j_TwpS0EAAw', 'w0ZyvlM-FMM', 'KkzZya36g3Y', 'izAQZWphZO4', 'jzdPydR3goE']",48.077689717108214
1281,1bhcs_87NOQ,kushtv,967.0,Sports,260.0,35709.0,3.14,28.0,11.0,"['1bhcs_87NOQ', 'kushtv', 967.0, 'Sports', 260.0, 35709.0, 3.14, 28.0, 11.0, 'ZVKb9i5nIcg', 'v-iYEra4uf8', 'Ok_MqfnuOxc', 'C6-c6F_sMXQ', 'lQNdZ2Vi_a8', 'oa0TRbzRju0', 'C4zVZbi9cBM', 'IoooP-eyeic', 'xMdSLbRS9fE', '5cUNdCpcK14', 'BlZR3ECG3T0', 'EPcEVlatvw8', 'Wcpacy472a8', 'PloxFysZTU0', 'Fr_nAn_uo70', 'R3h5XiwoEmA', 'Hi_m7pWgIDI', 'rfbOLvB-IUU', 'uC_wYx75NP8', 'uY_ErzKCoEM']",48.03975402570542
1673,LBs4CvBOy-w,Letsdiiscox3,1084.0,Entertainment,358.0,4029.0,5.0,25.0,44.0,"['LBs4CvBOy-w', 'Letsdiiscox3', 1084.0, 'Entertainment', 358.0, 4029.0, 5.0, 25.0, 44.0, 'cY-PmelkDTU', 'eSa18htB_-k', 'h2NzGVzc_kI', 'nipEOMxtUl0', 't-BVEw7v5vg', 'qRhy4auzpyM', 'AZCYTp7Q460', '5KADDQoYmAc', '92s_5wpL1jA', 'yawh0eGZJNI', 'ADCPhiU3_HM', 'i1OEXOzqP_4', 'oGYt8m2ejck', 'l-7SLGvC718', 'iRys4LviAmw', 'C8xEWASzhFY', 'Zdx-aoreoag', 'YvrKjEhB16w', '0xelmwf2qOk', '6ggz8nPgSGI']",47.91678966789668
551,f62bnWUgXrA,Trevanator72,1098.0,Comedy,413.0,3995.0,4.05,21.0,44.0,"['f62bnWUgXrA', 'Trevanator72', 1098.0, 'Comedy', 413.0, 3995.0, 4.05, 21.0, 44.0, 'lyto3AubZFw', 'kI9_Vu2ZS2k', '2R1R0J-yJes', 'xXtpxVNia1w', 'MM9Ug-9bLT4', 'kaHJvYP4tfg', 'KOQtna-cOyA', '4c4RjNNHXC4', '_mmXR0ILeI4', '9Vi45QBGsWE', 'h5YMdbww_jY', 'vutU4kqcp-8', 'LbbRpN2FNmw', 'BruCmPRucKE', '4t2N6g-aSKc', 'D5zg9s_5lzc', '346AoQpw7kM', 'rC6F04tczcM', '2YylgSfl_jw', 'LG2IrU33bYw']",47.83129065833984
2401,_2nonHxwABI,RandomSisters,1127.0,Comedy,14.0,16502.0,4.48,27.0,33.0,"['_2nonHxwABI', 'RandomSisters', 1127.0, 'Comedy', 14.0, 16502.0, 4.48, 27.0, 33.0, '3cpQgrJrygo', '3Sy769Ry6hQ', 'MeZqKo-qbPc', 'xJkaKAIl_Fc', 'XgV17WhWkmc', 'PMX4WbL_ZRs', 'eEXoxVEgCdw', 'wCtKvSPGugE', 'd3Zaozq7pZI', 'vNuXHSFGOnM', 'TEJenuU1QKE', '1LzD-FtQPx8', 'eW_Q6BzqiSE', 'HLRVr_Mp8T8', nan, nan, nan, nan, nan, nan]",47.80833941305991
3587,HNYWUOPkqp0,HOOPfilms,1123.0,Entertainment,384.0,1649.0,4.75,16.0,46.0,"['HNYWUOPkqp0', 'HOOPfilms', 1123.0, 'Entertainment', 384.0, 1649.0, 4.75, 16.0, 46.0, 'AT1mpdEoPQg', 'PI5oSVe7XyY', 'N4mo9ZIHLSw', 'MT9eT9Rm4Yc', 'sNSxUqe91tA', 'kZ79IUl1I4E', 'gKtuO4aIszM', 'oPtKqMmbtNA', 'ZPyq_6c5tZc', 'dXHNK6vA8Ck', 'tT3T95b8Wmo', 'adwXTA5weFs', 'F2igR9Mk1jw', '7kotn1s80Gc', 'cW4Ey9vTllY', 'GlKxQDck5lQ', 'oi86ow-RfyU', 'rzld-EAhBZc', 'T_a1JyxzOcY', 'sZQ5C5UU_lg']",47.76526324577026
3684,NqZpIxA-MeI,oneloveclub,1022.0,Music,154.0,18537.0,4.44,9.0,29.0,"['NqZpIxA-MeI', 'oneloveclub', 1022.0, 'Music', 154.0, 18537.0, 4.44, 9.0, 29.0, 'D9-D3XWFgik', 'aZVKpQLpCH0', 'gwGSA4gZeZM', 'ZmtfqSbN1hw', 'mPWy5zVbs-U', 'thV3V6nBXxM', 'cYXdYX4fBms', 'X_OrwZBjymQ', 'OiB0x9N1jwY', '_nJ_bDG1SK4', 'ynIuvEnAzP8', 'mzHbfZPzVCk', 'ds2SsDVZhLM', 'n_V9JyhOyek', 'SdDlNqMwYPU', 'vOpzhRgHR1s', 'w4ufEW13eQE', 'GZfUvhN9c-A', '7huL7-MALRo', 'Ywwf1xN5lFs']",47.63129810828441
350,QZxrUo3Hacg,mclorkus,1058.0,Entertainment,204.0,5683.0,3.67,24.0,42.0,"['QZxrUo3Hacg', 'mclorkus', 1058.0, 'Entertainment', 204.0, 5683.0, 3.67, 24.0, 42.0, '#NAME?', 'VttfP303ClI', 'B4e7GfgSkSo', 'Q0vNIWEZBtU', 's5CnNj9i0nQ', 'ZNhMlE6X_wk', 'Mh8AHhMON7g', 'YMpybDfAHCo', 'GA6i7UpQBGE', 'YpvWyZLinRo', '23_r3Y-OXok', 'pjnUha7a4T4', 'VoMt3ukCLQw', 'O-G01cyBox4', 'qtwto8UVIAA', 'Arc_kTEXFsU', '9MmqAszGg8k', 'nfBa2qfQz_k', 'wgXhN7lHXZs', 'khqhbHzrgsg']",47.52437224322621
3797,Azar12KCTk8,Dunnigga19,1024.0,Entertainment,88.0,36937.0,4.87,31.0,11.0,"['Azar12KCTk8', 'Dunnigga19', 1024.0, 'Entertainment', 88.0, 36937.0, 4.87, 31.0, 11.0, 'o4s7FM7BLGg', 'KHKdoil7fOU', 'zM_ks1N51MU', 'NHr13yy-1Rw', 'YTKaKcbR-Bw', 'VP45AQyLdzU', 'kc8DW2-DPI0', 'hlYORcpYF3A', 'HdZ4j94d3l8', 'RT4She4QYCc', 'eTDkeyCfVw0', 'A-rAh8jMTtM', 'mxp0vfZFazQ', '68WMHLwiUeA', 'EcpYQDTmZis', '2oYTYtbl1H8', 'q14y5jlL3QQ', 'uZpG9v4FrFI', 'LzAEloXGPP8', 'CJiew4TrOOc']",47.22838583669355
2235,uHioxHDYvKM,justinrudd,747.0,Pets & Animals,138.0,30370.0,4.38,13.0,6.0,"['uHioxHDYvKM', 'justinrudd', 747.0, 'Pets & Animals', 138.0, 30370.0, 4.38, 13.0, 6.0, 'BmzHGJg7dvM', '#NAME?', 'sNzOxC6GPlg', '3xEXpJpmgww', 'BbV_iRpBZ3Q', 'z3pjPyCyg-c', 'LZPyOuuxrhc', 'FVU8S5HQY_8', 'q7dCYfUZShQ', 'T7KMh7rJMu4', 'm2OC5Z1Fii8', '3gOpULt67dU', 'atsiVLwtHpE', 'koPsqp8Nrtg', nan, nan, nan, nan, nan, nan]",46.992880238904334
618,N3ttfrgYpRQ,jayrat77,1104.0,Howto & Style,295.0,6376.0,4.11,19.0,41.0,"['N3ttfrgYpRQ', 'jayrat77', 1104.0, 'Howto & Style', 295.0, 6376.0, 4.11, 19.0, 41.0, 'mtMs9n9_y9U', 'APo2kRYAqyM', 'sa2CntJG1aw', 'Mn6tfQ5iamE', 'z576_Q8Fu-k', 'KylAk_Z-5E4', 'Pk6YiMlsXd8', 'omzVG87fzOY', 'Nsb2u4wi-ks', 'JXfpV52hggQ', 'XBZPIvLTBpA', '28lFl5Jgpbg', 'lW-BRCA-cHQ', 'slzUNHUUCNI', nan, nan, nan, nan, nan, nan]",46.99167810831426
3661,maSxwW_WOkA,laihiube,1090.0,Comedy,183.0,34696.0,4.68,50.0,15.0,"['maSxwW_WOkA', 'laihiube', 1090.0, 'Comedy', 183.0, 34696.0, 4.68, 50.0, 15.0, 'zQ4o2mRQZ5Y', '8TVgQJvVhWQ', 'BTVnNLj6EWI', '4VkFp3hOUN0', '4k5rVbiCHZs', 'J-FOIQ7QGvw', 'SOLcwchTB5c', 'iCk02Wu0xyk', 'FrN0ljTIIbo', 'xpnifWHZYEg', 'S323p--USG0', 'cH_gtJtnPwQ', '_qvtKN0U2z4', 'WZalTkFVTNY', 'dyfxsl2yGto', 'HQnDkANXeX4', 'CV09jrGZjlc', '1br_Gv72sqY', 'GKxFUs7yJjc', 'hjNx4M4M8rE']",46.92479266055046
1621,57u76CEUKkY,ILUVJOBROS,1135.0,Entertainment,115.0,926.0,4.92,92.0,46.0,"['57u76CEUKkY', 'ILUVJOBROS', 1135.0, 'Entertainment', 115.0, 926.0, 4.92, 92.0, 46.0, '0GJp95pwXZ4', 'uKFjd80SdEI', 'juo6g7tHHEY', 'boD05WLjQfs', 'K04Fhy2dlog', '#NAME?', 'pPWblHiBBR4', 'j93SO73L5_0', 'DSll-78W5K4', 'r4AZpWFJn5Y', 'sRr11mB2D0Y', 'WuQphZP4sOg', 'eP2bATrIdaU', '3GKJ-X5Vyqs', 'yABojoQWcs4', 'ExFz4opSK-I', '1oO3s3wkWeY', 'NugqZKneWzk', 'YVyha3U_q3c', 'VQfKeivLJig']",46.86933729170657
715,qCQxCFaKBeA,PokeAsheep,1130.0,Entertainment,68.0,1732.0,4.12,32.0,45.0,"['qCQxCFaKBeA', 'PokeAsheep', 1130.0, 'Entertainment', 68.0, 1732.0, 4.12, 32.0, 45.0, 'GVSOfQ6J_ZQ', '8n12DzgLjKg', '7lTPcK9uQYI', '25uhHuyXgWE', '1MSwbEWbQS4', 'Qg8rxVY8w3U', 'But_sipDd7o', 'khulW9IYBkw', 'mA2iqCIsYLo', 'QOFTQpNhsWE', 'fGxq4uwXaUk', 'XZhV00DiaXU', 'DVK1XNoN8m8', 'lODvhCJ4TPk', '40hLipRYO4c', 'Y_TmTQSzsIk', 'XBPIeFnceMY', 'fN4PGVTsAj4', 'idd4g8EkOgk', '6cAEVgeWIqs']",46.661493362831855
2911,KTAq370HrXM,Maudio13,1090.0,Music,606.0,5833.0,4.67,21.0,41.0,"['KTAq370HrXM', 'Maudio13', 1090.0, 'Music', 606.0, 5833.0, 4.67, 21.0, 41.0, '_hqxAvmjYU4', 'HALVKNoHuqU', 'oE1U3w0ksCg', 'KrvIB4KoFes', 'RhCbTGMfa2I', 'jil48TCMEQo', '3vZmXUGrS5c', 'gfqsRgGMv0A', 'aMuZO_ppd-Q', '4t61q7nu3x0', 'DG1vHMqBZgg', 'AndzdfpQIXo', 'vB3VkKfilQI', 'LGIHOsg17UQ', nan, nan, nan, nan, nan, nan]",46.573757099169946
2208,RknEoXFv_1g,m9001,436.0,Entertainment,122.0,14037.0,4.57,14.0,14.0,"['RknEoXFv_1g', 'm9001', 436.0, 'Entertainment', 122.0, 14037.0, 4.57, 14.0, 14.0, 'hJDLRCXR2ZM', 'djs_t8MSvfw', 'plt4PTUBHLA', '5fCQs334rdc', 'gpiFfjJSJRY', 'XJqFqRtjxTY', 'EEUyuKbSLK0', '5zHZte3n9mI', '75tR9mn1MOk', 'QViH7SQ2miU', '9VyXe8hOn0Y', 'z3X-HKRP2-E', 'KL5kBzsQhgU', 'jDN4gsTxVZo', 'UTngK8gvNOM', 'l60szmML4gA', 'juEsAQ7jdnA', 'PXzAxCn7gUc', 'iX5gtZBJ9XM', 'Q4jMcB3LMlI']",46.52138269986894
840,A2YsWhCWDVI,mynameisjennny,759.0,Entertainment,238.0,6074.0,4.88,100.0,38.0,"['A2YsWhCWDVI', 'mynameisjennny', 759.0, 'Entertainment', 238.0, 6074.0, 4.88, 100.0, 38.0, 'NhmzZB50dOE', 'DBMWHx_wX-Y', 'YuBjQG227LQ', '3oxgaq2d1Gg', 'kTblID4z1OU', 'TRBJbCcoJN0', 'bp90xpvw-vo', 'MmkATHUmXxg', 'Sbchdyg-Ty8', 'PLLJwaS-LUw', 'lqwBB8Mazlw', 'WJn-FpTPdoQ', 'lUsHzCPHSJc', '_mXz7c3f4jc', 'b-tMWnO92ec', 'TvpNFhqsve8', 'wcfKpMytXJQ', 'xZvznNJ3nLA', 'HavtGkT-W1A', '_A9xn9KK8h8']",46.051435046113305
1780,JqXpJKyr-MU,kittybrucknell,1091.0,People & Blogs,433.0,868.0,4.97,33.0,45.0,"['JqXpJKyr-MU', 'kittybrucknell', 1091.0, 'People & Blogs', 433.0, 868.0, 4.97, 33.0, 45.0, 'vYCMIZOGHJA', 'aiiFVnh9Yxw', 'y1fUQE7Zg5A', 'S7Y0GSzxRek', 'zNpJt90l7bA', 'sEs_jo7C9rI', '4vc2xNYO_ZE', '9e3L3rDP-Pw', 'ZnBqilNaUIA', 'z4tk3WxeNTY', '5OwmH9Qodhk', 'vWgN1WTT_Gk', 'UJz9NDbM_y4', 'Uu0UoouAyeU', '7Vw1OfwOyR0', 'nuFouJXMumA', 'DAW5m6rdTho', 'W4tXaJHwy2c', 'h6RQjvZKrCs', '0P2xt-a_NEM']",45.946206427242174
2868,F0FtLxxnRRs,mark88z,606.0,Sports,1042.0,14351.0,4.5,24.0,22.0,"['F0FtLxxnRRs', 'mark88z', 606.0, 'Sports', 1042.0, 14351.0, 4.5, 24.0, 22.0, 'ZfF69QyM9UQ', '9uVpw2QYupQ', 'EWFk2NoOq5w', 'UnntlyUiNFU', '_aZvchUqgLs', 'jQGhddtuVlU', 'qiv4aDolVaI', '9r39evoZUZU', 'QGdcCiMZ-7o', '6O0Q_HQ6FVk', '9B10TTbq5iA', 'd03L97i0YkY', 'vH0UA2V2nLU', 'Co0zO8exnyg', 'gFPqz3Uy0mE', 'daa2p48Nhlk', '5V2FgwN_re4', 'JKo0V5rcCsI', 'enLfxN_Hlm0', 'JpI5fASgwmE']",45.86901815181518
2403,vNuXHSFGOnM,SomebodyKickin,1124.0,Comedy,9.0,6427.0,2.92,37.0,40.0,"['vNuXHSFGOnM', 'SomebodyKickin', 1124.0, 'Comedy', 9.0, 6427.0, 2.92, 37.0, 40.0, '3Sy769Ry6hQ', 'wCtKvSPGugE', 'xJkaKAIl_Fc', 'MeZqKo-qbPc', '1LzD-FtQPx8', 'uwVoDYHmPKc', '_2nonHxwABI', 'jpD7Xdft3h0', 'mfAKNpXKxNc', 'TEJenuU1QKE', '7a6AjqkKZ3g', '3cpQgrJrygo', 'eEXoxVEgCdw', 'w5Nqb9Za_PI', nan, nan, nan, nan, nan, nan]",45.79689044916803
3166,UDv4AkBzPEU,infovids,1019.0,Howto & Style,290.0,13617.0,4.55,20.0,32.0,"['UDv4AkBzPEU', 'infovids', 1019.0, 'Howto & Style', 290.0, 13617.0, 4.55, 20.0, 32.0, 'hIY2RADZiR8', 'Ul-B9IGcuYQ', 'xDGSqrajvUc', 'CY-RSLnEiY8', 'is9TD7nVefQ', 'Ki7qM-xHLTk', 'iUkJlOGgsqM', 'ujosfSkHFrQ', 'tZ1n_h5kGF0', 'SjEuwrPx-gQ', 'j3oeVKaKPpA', '7Lz-XGjynN8', 'qEmFoG8lIjI', 'c5KlH8F7UZE', 'Bk6F8Wzr7L4', 'SqbhNX8eFJw', 'JA3IZarNUaU', '6VqFA-XL8-s', 'YUgjV_oMnZM', 'tvGVir25EJc']",45.590601079489694
1046,cvhy03NLR6I,GoldenTotProductions,983.0,Entertainment,57.0,1352.0,4.32,25.0,44.0,"['cvhy03NLR6I', 'GoldenTotProductions', 983.0, 'Entertainment', 57.0, 1352.0, 4.32, 25.0, 44.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",45.54818148524924
3422,FmWbBqiCxGc,hockeygal74,1040.0,Music,256.0,13939.0,4.86,37.0,32.0,"['FmWbBqiCxGc', 'hockeygal74', 1040.0, 'Music', 256.0, 13939.0, 4.86, 37.0, 32.0, 'ZfV6YnYAdGg', 'bOcjQbRTqO8', '3u5lB5uLT7s', 'OvvnpN7MbWI', '9eQsssSaMX8', '#NAME?', 'bMd_dXYb9yc', 'Grg7R-6yRwY', '6ZlTND7nt4s', 'C1BdpnU_D8s', 'ixl5cPfvfEk', 'P1Mgza9kJsE', 'JKUOiLUp4lg', 'GLTWB48RVjg', nan, nan, nan, nan, nan, nan]",45.53423596673596
2758,6Vaa6Iuvs5g,littlecatt814,693.0,Film & Animation,599.0,28482.0,4.96,24.0,4.0,"['6Vaa6Iuvs5g', 'littlecatt814', 693.0, 'Film & Animation', 599.0, 28482.0, 4.96, 24.0, 4.0, '6efLvjvtns0', 'SI2EuP7DzgE', '7jQF64TTmEY', 'i8Q7B2KfDC0', 'IDOfU3ZjkLY', 'WLInj4gd0VE', 'e9XU0nEImxE', 'IoMENTKe7Ps', 'QKh4F-Mxv7w', 'ZKsDPRutFw8', '#VALUE!', 'o7i7jYG7Kn4', 'pyuShP-6qxY', 'vUYE0xkEwuk', 'avxMS18WsGg', 'V-gxvTLowes', 'ouLKQEledy0', 'RudZmeUooBM', 'kW-7fiEjjoQ', 'E9o4MTIhlqU']",45.30623376623376
3247,oa6MvpOl0ZU,MikeTheTeacher,849.0,Music,127.0,15093.0,4.77,13.0,27.0,"['oa6MvpOl0ZU', 'MikeTheTeacher', 849.0, 'Music', 127.0, 15093.0, 4.77, 13.0, 27.0, 'GA5H1sdPggE', 'ytYe-F1a6m4', 'bMMaIEEFU6I', 'UpDqgmsynQQ', 'lRg7OTPlpG0', 'hI6N3DEQ01M', '0knUZj0r2ow', 'OZLBBLaPlSw', 't2tooLaCGCk', 'JxuL96nzeT4', 'ery0FsdK_Ko', 'HbWzaujPjrY', 'XZcg_cYXcSE', 'b8dOokz7S2I', '24B--4I_edY', '0z0cbMkOvY0', 'iI_LiOzM4vk', '1hDYIkWiDUI', 'jvaTPe2jf_w', '36Tv5A7IB_8']",45.14430823593368
3241,AYmzCJCFPbA,Animecat2,602.0,Film & Animation,483.0,8368.0,4.85,48.0,31.0,"['AYmzCJCFPbA', 'Animecat2', 602.0, 'Film & Animation', 483.0, 8368.0, 4.85, 48.0, 31.0, 'GKicLv8tfwE', 'SooZZEha3aQ', 'ozl_FKisEig', '0RSprRhwDXc', 'mmt1mxjvnX0', 'UaSOLkx0WXM', 'Ll01Sj4iChE', '5EK0aKF1H-M', 'nX1er_UnGj4', '4J_ps9SSqAE', 'ks0M3d3g2gI', 'I9GxDlmlEuE', '3kBFmSnY0kw', 'rn0oQIArLOY', 'Qs-oGviaryA', 'd67J_5EVphE', 'AYR1dFLqHvw', '7QIo3xYfJVE', 'bj_Q7aTt62s', 'qVxPWmvaAao']",45.00137389258029
3627,nJ490vcTOWM,Ashley9305,401.0,Music,119.0,12388.0,4.85,48.0,14.0,"['nJ490vcTOWM', 'Ashley9305', 401.0, 'Music', 119.0, 12388.0, 4.85, 48.0, 14.0, 'PuEJ1jIryVI', 'ea1YXNBpZV8', 'ZFP4s-wy7UI', 'NfT5iaefZnI', 'KJs0TBLPgwQ', 'eOu_gJ5qOHc', 'ccOb_1nfcJI', 'QarBXC9aq_k', 'Sdh_WkOPG4A', 'Y8lS4Z9sGVA', 'ES8zyhiOyZ8', 'h2s3JesfJt4', 'lBaSAkDjw8A', '7sYIwY6xkDg', '57ojF-Ckrcw', 'VoOAPQiB6VU', 'G6JKoaNoF9k', 'S2gYL4gbGCs', 'dIV8DlxAt6k', 'H0X0FB6kqmU']",44.993809746467164
2570,5FQhTGQbC_E,wookiielover,1134.0,Music,331.0,5231.0,4.82,33.0,40.0,"['5FQhTGQbC_E', 'wookiielover', 1134.0, 'Music', 331.0, 5231.0, 4.82, 33.0, 40.0, 'IvzQ92HXohU', 'Few1w-KogfI', 'QqzEmQcVGFQ', 'XYBGB_88VQ0', 'QN795sjS-BQ', 'Z1WxUC5oxSA', 'NBLDSH4YPfA', '43KhF56ULYU', 'aglqdKnu1Nw', 'Id8diu7GQsw', '9v02quhKY2s', '-55AA3zfoRk', 'hnA0VyR3HI4', '9tOJ7ZYyYic', nan, nan, nan, nan, nan, nan]",44.75893538560205
3143,ZmY8Q-kVH5A,bryanharley,613.0,Comedy,2716.0,7094.0,4.68,50.0,33.0,"['ZmY8Q-kVH5A', 'bryanharley', 613.0, 'Comedy', 2716.0, 7094.0, 4.68, 50.0, 33.0, '#NAME?', '07ej4zNlhpU', '9WKzmxjNijE', 'zTG0vXniDQY', 'DbK1eCt97ag', 'Oa-cfEncd6Y', 'BvPdWcCHkxM', 'tiLgi5p14ts', 'zt-eGGoS5ss', 'WPxjYF5niik', 'bm1_zwUDOSE', 'RYzN-SpJIys', 'SCVc5TaPpe8', 'mJPZ23q762g', 'RHrLorvND_I', 'BuJGFercjN4', 'RSxsdDtqOdI', 'eh7TSXuzc3A', 'IwbB6B0cQs4', 'X0SbVFxl64A']",44.66619380097879
1247,CGVdSWkoyYU,julvett,1134.0,Music,184.0,3957.0,4.9,48.0,41.0,"['CGVdSWkoyYU', 'julvett', 1134.0, 'Music', 184.0, 3957.0, 4.9, 48.0, 41.0, 'Tdq5Hu7gyMc', 'taxVso5ya-g', 'EcSr2FgTvLA', 'jQ4LzUkJTF8', '9LMNjJmVGzg', 'm3fs96iGPPg', 'ZJmf2yH87hA', '59S7hb34YSg', 'qKRNutIkrJE', 'I1c0uS5wkto', 'Xz5amzknTSY', 'GTRrWEfrKzI', 'q2km6Nkkq_c', 'LLM-jniqBI0', nan, nan, nan, nan, nan, nan]",44.59150132275132
2938,ohvxkqX5pcA,dacrunch,891.0,Comedy,365.0,4747.0,4.8,44.0,39.0,"['ohvxkqX5pcA', 'dacrunch', 891.0, 'Comedy', 365.0, 4747.0, 4.8, 44.0, 39.0, 'j2HQ-G2huRQ', 'razq7QIALSg', 'ps8ONsunaRY', 'hGoaiq64al4', 'j7XKoMiBpCw', '6xXkjxMpA5Q', 'mIHfbXD5O9g', 'Qno7JxNJw5g', 'NLCH-1MwtQ4', 'IArXRkWV5g8', 'jrRHXF5FWEk', 'LRFOqDa8RIM', 'kUPahw2Ady4', 'XW6ZxNSuwow', '0ziNuksz5AM', 'F0sDg_J2G78', 'Y9tIFwRzYhk', 'pwElc2a7sL4', '_8BZyC3aDpY', '9mIdOO4QmEw']",44.436812570145904
